description,label_plaquette,label_ampoule,label_flacon,label_tube,label_stylo,label_seringue,label_pilulier,label_sachet,label_comprime,label_gelule,label_film,label_poche,label_capsule,count_plaquette,count_ampoule,count_flacon,count_tube,count_stylo,count_seringue,count_pilulier,count_sachet,count_comprime,count_gelule,count_film,count_poche,count_capsule,count_ml
plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 7 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0.0
film(s) thermosoudé(s) aluminium polyéthylène polypropylène de 10  suppositoire(s),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
8 sachet(s) papier polyéthylène aluminium copolymère d'éthylène et d'acide méthacrylique avec sparadraps,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0.0
plaquette(s) PVC-Aluminium de 28 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0.0
boîte de 8 dispositifs transdermiques en sachets (aluminium),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
plaquette(s) thermoformée(s) polyamide aluminium PVC de 90 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0.0
plaquette(s) PVC (ACLAR RX) polytrifluorochloroéthylène aluminium de 6 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0.0
1 flacon(s) polyéthylène de 5 ml avec embout avec compte-gouttes,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.0
1 flacon(s) polyéthylène de 180 comprimé(s),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,180,0,0,0,0,0.0
plaquette(s) formée(s) à froid polyamide PVC aluminium de 28 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0.0
plaquette(s) thermoformée(s) PVC-Aluminium de 56  comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0.0
1 flacon(s) polyéthylène haute densité (PEHD) de 60  comprimé(s) avec fermeture de sécurité enfant,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,60,0,0,0,0,0.0
9 plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 10 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,10,0,0,0,0,0.0
plaquette(s) thermoformée(s) PETG (polyéthylène téréphtalate glycol) de 1 implant avec applicateur acrylonitrile butadiène styrène avec aiguille acier inoxydable,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1 flacon(s) polyéthylène de 5 ml,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.0
1 flacon(s) PVC de 300 ml avec gobelet(s) doseur(s) polypropylène,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,300.0
plaquette(s) thermoformée(s) de 30 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0.0
8 sachet(s) aluminium polyester polyéthylène de 6 g,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0.0
1 poche(s) lavement polyéthylène de 400 g,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
1 flacon(s) PVC brun de 125 ml,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,125.0
"2 seringue(s) préremplie(s) en verre de 0,6 ml avec aiguille(s)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.6
1 flacon(s) en verre - 1 ampoule(s) en verre de 2  ml,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2.0
plaquette(s) thermoformée(s) PVDC aluminium de 30 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0.0
plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium polyester de 90 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0.0
"30 récipient(s) unidose(s) polyéthylène de 0,5 g",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
plaquette(s) PVC polychlortrifluoroéthylène aluminium de 28 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0.0
plaquette(s) PVC polyéthylène PVDC aluminium de 14 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0.0
1 flacon(s) en verre brun de 120 ml avec seringue(s) doseuse(s),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,120.0
plaquette(s) thermoformée(s) polyamide aluminium PVC de 28  comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0.0
3 plaquette(s) thermoformée(s) PVC-Aluminium de 21 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,21,0,0,0,0,0.0
1 flacon(s) en verre jaune(brun) - 1 flacon(s) en verre de 1 ml avec nécessaire(s) avec aiguille(s),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
"1 flacon(s) en verre de 150 ml avec nécessaire dadministration (seringue de 200 mL pour injecteur ME (polyéthylène téréphtalate), raccord, perforateur) et cathéter IV (BD Insyte Autoguard)",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,150.0
1 flacon(s) polyéthylène polystyrène de 5  ml,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.0
"2 seringue(s) préremplie(s) en verre de 0,5 ml dans stylo jetable",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.5
1 poche(s) polypropylène suremballée(s)/surpochée(s) de 100 ml,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
plaquette(s) PVC polyéthylène PVDC aluminium de 50 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0.0
plaquette(s) thermoformée(s) PVC-Aluminium de 90 gélule(s),1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0.0
plaquette(s) thermoformée(s) aluminium de 12 comprimé(s) (distributeur parallèle : MEDIWIN LIMITED),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0.0
9 plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 10 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,10,0,0,0,0,0.0
plaquette(s) thermoformée(s) PVC-aluminium PVDC de 30 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0.0
10 ampoule(s) en verre brun de 2  ml,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2.0
1 flacon(s) en verre de 150 ml avec nécessaire dadministration (seringue pour injecteur Empower (Marlex) + cathéter IV (BD Insyte Autoguard) + perforateur (ABS et polypropylène)),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,150.0
pilulier(s) polyéthylène haute densité (PEHD) de 90 comprimé(s),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0.0
plaquette(s) formée(s) à froid polyamide aluminium PVC-Aluminium de 28 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0.0
plaquette(s) thermoformée(s) papier aluminium nylon PVC de 28 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0.0
"1 ampoule(s) en verre de 1,5 ml",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.5
"3 ampoule(s) en verre de 1,5 ml",0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1.5
1 flacon(s) - 1 ampoule(s) polyéthylène basse densité (PEBD) de 4  ml,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4.0
1 flacon(s) polyéthylène de 250  ml,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,250.0
1 flacon(s) pressurisé(s) acier de 200 doses avec valve(s) doseuse(s),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
plaquette(s) formée(s) à froid PVC polyamide aluminium de 50 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0.0
30 sachet(s)-dose(s) papier polyéthylène PVDC de 10 g,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0.0
4 sachet(s) aluminium polyéthylène papier P-A-M-éthylène (SURLYN) de 1 dispositif(s),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0.0
plaquette(s) thermoformée(s) PVC-Aluminium PVDC de 12 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0.0
4 plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 7 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0.0
"5,13 g de poudre en  flacon(s) en verre avec seringue pour administration orale (polyéthylène/ polystyrène)",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"1 flacon(s) en verre de 2,564 g",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
40 poche(s) polypropylène styrène éthylène butadiène suremballée(s)/surpochée(s) de 50  ml,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40,0,50.0
plaquette(s) thermoformée(s) PVC aluminium polyamide de 90 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0.0
1 flacon(s) en verre de 6 comprimé(s),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0.0
plaquette(s) thermoformée(s) aluminium PVC PVDC de 42 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0.0
1 tube(s) aluminium verni de 15  g avec applicateur(s) styrène acrylonitrile,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
plaquette(s) thermoformée(s) polypropylène aluminium de 15 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0.0
1 plaquette(s) thermoformée(s) aluminium de 3 comprimé(s) - 1 plaquette(s) thermoformée(s) aluminium de 28 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0.0
plaquette(s) thermoformée(s) aluminium polyamide PVC-Aluminium PVC acétate de polyvinyle de 90 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0.0
plaquette(s) thermoformée(s) PVC PVDC aluminium de 100 gélule(s),1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0.0
1 flacon(s) en verre jaune(brun) de 200 ml,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,200.0
1 flacon(s) en verre brun avec fermeture de sécurité enfant de 30 ml avec seringue(s) pour administration orale polyéthylène,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30.0
plaquette(s) thermoformée(s) PVC-Aluminium de 8  comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0.0
plaquette(s) PVC PVDC de 90 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0.0
plaquette(s) PVC PVDC aluminium de 28 gélule(s),1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0.0
"1 cartouche(s) en verre de 0,75 ml dans stylo pré-rempli avec aiguille(s) avec tampon(s) alcoolisé(s)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75
"1 flacon(s) en verre - 1 cartouche(s) en verre de 1,37 ml avec canule(s) avec dispositif(s) de transfert",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.37
plaquette(s) thermoformée(s) aluminium PVC de 90 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0.0
plaquette(s) thermoformée(s) PVC-Aluminium de 40  gélule(s),1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0.0
10 ampoule(s) bouteille en verre de 2  ml,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2.0
30 plaquette(s) thermoformée(s) aluminium de 1 comprimé(s) pré-découpées unidoses.,1,0,0,0,0,0,0,0,1,0,0,0,0,30,0,0,0,0,0,0,0,1,0,0,0,0,0.0
plaquette(s) thermoformée(s) PVC-aluminium de 6 gélule(s),1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.0
plaquette(s) thermoformée(s) PVC-Aluminium de 12 comprimé(s) - 72 sachet(s) papier aluminium,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,72,12,0,0,0,0,0.0
plaquette(s) thermoformée(s) (ACLAR RX) polytrifluorochloroéthylène aluminium de 90 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0.0
plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 gélule(s),1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0.0
plaquette(s) thermoformée(s) PVC aluminium de 6 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0.0
10 ampoule(s) polypropylène de 10 ml,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10.0
1 flacon(s) en verre brun avec fermeture de sécurité enfant de 150 ml avec seringue(s) doseuse(s) de 1 ml,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,150.0
plaquette(s) thermoformée(s) aluminium PVC de 7 gélule(s),1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0.0
1 flacon(s) polypropylène de 100 ml,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100.0
plaquette(s) thermoformée(s) PVC polyéthylène polyacétate de vinyle de 12  suppositoire(s),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1 seringue(s) préremplie(s) en verre de 20 ml avec dispositif(s) d'administration (raccord + cathéter sécurisé 22G),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.0
1 tube(s) polyéthylène haute densité (PEHD) de 50  g avec pompe doseuse,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
60 plaquette(s) PVC (ACLAR RX) polytrifluorochloroéthylène aluminium de 1 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,60,0,0,0,0,0,0,0,1,0,0,0,0,0.0
plaquette(s) thermoformée(s) PVDC polyéthylène PVC-aluminium de 60  comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0.0
film(s) thermosoudé(s) PVC-aluminium avec distributeur de 60  dose(s),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1 flacon(s) polypropylène de 50  ml,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50.0
1 tube(s) aluminium verni de 80 g,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
plaquette(s) thermoformée(s) PVC polyamide aluminium de 30 capsule(s),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0.0
plaquette(s) thermoformée(s) PVC polyéthylène basse densité (PEBD) PVDC aluminium de 30 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0.0
2 film(s) thermosoudé(s) PVC polyéthylène basse densité (PEBD) de 4  suppositoire(s),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0
plaquette(s) thermoformée(s) aluminium de 12 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0.0
plaquette(s) PVC PVDC de 30 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0.0
2 ampoule(s) en verre de 1 ml,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1.0
plaquette(s) thermoformée(s) polypropylène aluminium de 28 gélule(s),1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0.0
plaquette(s) thermoformée(s) PVDC PVC-aluminium de 16  gélule(s),1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0.0
4 seringue(s) préremplie(s) en verre avec aiguille(s) avec tampon(s) alcoolisé(s) de 1 ml,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1.0
1 flacon(s) polyéthylène de 5 ml avec compte-gouttes polyéthylène basse densité (PEBD),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.0
1 flacon(s) en verre de 500 mg - 1 ampoule(s) en verre de 5 ml,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5.0
plaquette(s) thermoformée(s) PVC-Aluminium PVDC de 84 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0.0
12 plaquette(s) thermoformée(s) polyamide aluminium PVC de 10  comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,10,0,0,0,0,0.0
1 flacon(s) polyéthylène de 14  comprimé(s),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0.0
4 plaquette(s) thermoformée(s) PVC de 14  gélule(s),1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,14,0,0,0,0.0
plaquette(s) thermoformée(s) polyamide aluminium PVC-aluminium de 28 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0.0
plaquette(s) thermoformée(s) PVC-aluminium de 28 gélule(s),1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0.0
plaquette(s) PVC PVDC aluminium de 84 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0.0
1 bouteille(s) polypropylène de 100 ml avec seringue(s) pour injecteur Medrad Stellant (+ microperfuseur + raccord) et avec cathéter(s),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0
5 sachet(s) polytéréphtalate (PET) polyéthylène aluminium avec système de récupération,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0.0
plaquette(s) thermoformée(s) aluminium PVC polychlortrifluoroéthylène de 168 gélule(s),1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0.0
6 poche(s) polypropylène élastomère thermoplastique bicompartimenté(e)(s)/à 2 compartiments suremballée(s)/surpochée(s) de 500 ml - 6 poche(s) polypropylène élastomère thermoplastique bicompartimenté(e)(s)/à 2 compartiments suremballée(s)/surpochée(s) de,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,500.0
plaquette(s) formée(s) à froid PVC-Aluminium polyamide aluminium de 12 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0.0
"1 flacon(s) en verre de 75 mg - 1 sachet(s) papier polyéthylène aluminium polyéthylène de 1,4 g avec kit de contrôle (4 tubes étiquetés (PET), 2 pailles (PP))",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0.0
plaquette(s) formée(s) à froid aluminium de 30 gélule(s),1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0.0
plaquette(s) thermoformée(s) PVC-aluminium de 12  récipient(s) unidose(s),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
plaquette(s) formée(s) à froid PVC-Aluminium polyamide aluminium de 30 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0.0
1 flacon(s) pressurisé(s) aluminium de 30  g,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
plaquette(s) thermoformée(s) PVC PVDC aluminium de 112 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0.0
flacon(s) polyéthylène haute densité (PEHD) avec fermeture de sécurité enfant de 30 gélule(s),0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0.0
plaquette(s) thermoformée(s) PVC-Aluminium de 15  capsule(s),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0.0
1 flacon(s) polypropylène de 200  comprimé(s),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,200,0,0,0,0,0.0
10 ampoule(s) bouteilles en verre de 2  ml,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2.0
10 sachet(s) aluminium polyéthylène papier de 5  g,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0.0
1 flacon(s) polyéthylène de 30  g,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
plaquette(s) formée(s) à froid aluminium de 6 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0.0
plaquette(s) thermoformée(s) PVC PVDC polyéthylène aluminium de 30 comprimé(s),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0.0
film(s) thermosoudé(s) aluminium de 2 comprimé(s),0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0
1 poche(s) PVC suremballée(s)/surpochée(s) de 250 ml,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,250.0
7 plaquette(s) thermoformée(s) polyamide aluminium PVC de 8 gélule(s) avec inhalateur(s) Turbospin,1,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,8,0,0,0,0.0
pilulier(s) polyéthylène haute densité (PEHD) de 28  gélule(s),0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0.0
1 flacon(s) en verre brun de 15 ml avec compte-gouttes polyéthylène,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15.0
1 seringue(s) préremplie(s) en verre - 1 seringue(s) préremplie(s) en verre de 1  ml,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0
flacon(s) polyéthylène haute densité (PEHD) de 30 gélule(s),0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0.0
plaquette(s) PVC-Aluminium de 84 gélule(s),1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0.0
1 flacon(s) en verre de 20 comprimé(s),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,20,0,0,0,0,0.0
30 sachet(s) papier polyéthylène aluminium EAA (éthylène acrylique acide) de 1  dispositif(s),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0.0
1 bouteille(s) polypropylène de 150 ml  avec seringue(s) pour injecteur Nemoto (+ microperfuseur + raccord) et avec cathéter(s),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.0
flacon(s) compte-gouttes polyéthylène haute densité (PEHD) de 15  g,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1 poche(s) polypropylène SIS : styrène-isoprène-styrène styrène éthylène butadiène suremballée(s)/surpochée(s) de 100 ml avec site d'addition Luer Lock,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
1 flacon(s) aluminium de 100 g,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
plaquette(s) thermoformée(s) PVC-Aluminium de 10  lyophilisat(s),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
