drug_id,description,administrative_status,approved_for_hospital_use,reimbursement_rate,marketing_declaration_date,marketing_authorization_date,marketing_authorization_process,pharmaceutical_companies,price
5038_train,1 tube(s) aluminium verni de 30 g,Présentation active,oui,65%,19910101,19880101,Procédure nationale, GALDERMA INTERNATIONAL,2.27
5039_train,plaquette(s) thermoformée(s) PVC-aluminium de 6 comprimé(s),Présentation active,oui,65%,20090101,19990101,Procédure nationale, PFIZER HOLDING FRANCE,8.92
5040_train,plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 12 comprimé(s),Présentation active,oui,65%,20120101,20100101,Procédure décentralisée, EG LABO - LABORATOIRES EUROGENERICS,20.15
5041_train,plaquette(s) PVC PVDC aluminium de 30 gélule(s),Présentation active,oui,65%,20140101,20130101,Procédure nationale, TEVA SANTE,11.41
5042_train,30 sachet(s) papier aluminium polyéthylène de 1  dispositif(s),Présentation active,non,65%,20110101,19870101,Procédure nationale, UCB PHARMA,14.46
5043_train,plaquette(s) formée(s) à froid polyamide aluminium PVC-Aluminium de 30 comprimé(s),Présentation active,oui,65%,20150101,20140101,Procédure décentralisée, RANBAXY PHARMACIE GENERIQUES,3.52
5044_train,"12 sachet(s)-dose(s) papier polyéthylène aluminium de 4,75 g",Présentation active,oui,65%,20070101,19980101,Procédure nationale, AMDIPHARM,2.83
5045_train,plaquette(s) aluminium de 30 comprimé(s),Présentation active,non,65%,20140101,20130101,Procédure décentralisée, TEVA SANTE,6.36
5046_train,plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 10 comprimé(s),Présentation active,oui,65%,20100101,20090101,Procédure de reconnaissance mutuelle, CRISTERS,9.66
5047_train,1 flacon(s) polyéthylène haute densité (PEHD) de 60 comprimé(s) avec fermeture de sécurité enfant,Présentation active,oui,100%,20080101,20070101,Procédure centralisée, MERCK SHARP & DOHME (GRANDE BRETAGNE),609.03
5048_train,plaquette(s) thermoformée(s) polyamide aluminium polyéthylène de 14 gélule(s),Présentation active,non,65%,20140101,20110101,Procédure décentralisée, SANDOZ,3.49
5049_train,plaquette(s) thermoformée(s) aluminium de 7 gélule(s),Présentation active,oui,65%,20090101,20070101,Procédure nationale, TEVA SANTE,1.76
5050_train,plaquette(s) thermoformée(s) PVC-aluminium de 30  capsule(s),Présentation active,oui,30%,19930101,19920101,Procédure nationale, MYLAN MEDICAL,11.66
5051_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s),Présentation active,oui,65%,20090101,20050101,Procédure nationale, CRISTERS,23.71
5052_train,1 flacon(s) polypropylène de 100 ml,Présentation active,oui,65%,20000101,19840101,Procédure nationale, GE HEALTHCARE,38.83
5053_train,plaquette(s) thermoformée(s) PVC-Aluminium de 30 gélule(s),Présentation active,non,65%,20140101,20090101,Procédure de reconnaissance mutuelle, ACTAVIS GROUP PTC (ISLANDE),11.65
5054_train,10 sachet(s) polyacrylonitrile aluminium polytéréphtalate (PET) papier avec fermeture de sécurité enfant de 1 film,Présentation active,oui,65%,20130101,20110101,Procédure décentralisée, MEDA PHARMA (FRANCE),71.1
5055_train,plaquette(s) PVC-Aluminium de 90 comprimé(s),Présentation active,oui,65%,20140101,20130101,Procédure nationale, MYLAN SAS,18.42
5056_train,plaquette(s) thermoformée(s) PVC-Aluminium de 90 comprimé(s),Présentation active,non,65%,20140101,20060101,Procédure nationale, TEVA SANTE,4.71
5057_train,1 flacon(s) en verre de 20 ml,Présentation active,oui,65%,19940101,19880101,Procédure nationale, BAYER HEALTHCARE,77.75
5058_train,1 ampoule(s) en verre de 1 ml avec seringue(s) polypropylène avec aiguille(s),Présentation active,oui,65%,19760101,19970101,Procédure nationale, MSD FRANCE,1.87
5059_train,plaquette(s) thermoformée(s) PVC-aluminium de 30 comprimé(s),Présentation active,non,65%,20140101,19990101,Procédure nationale, ACTAVIS FRANCE,2.85
5060_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 6 comprimé(s),Présentation active,oui,65%,20070101,20070101,Procédure nationale, MYLAN SAS,8.92
5061_train,plaquette(s) thermoformée(s) aluminium de 90 comprimé(s),Présentation active,oui,65%,20080101,20060101,Procédure nationale, IDL INTERNATIONAL DRUG LICENSING,20.89
5062_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s),Présentation active,oui,65%,20110101,20100101,Procédure décentralisée, MYLAN SAS,7.21
5063_train,flacon(s) polyéthylène haute densité (PEHD) de 7 gélule(s),Présentation active,oui,65%,20120101,20100101,Procédure nationale, LICONSA,1.88
5064_train,3 plaquette(s) thermoformée(s) de 4 comprimé(s),Présentation active,oui,65%,20140101,20130101,Autorisation d'importation parallèle, BB FARMA (ITALIE),64.19
5065_train,plaquette(s) thermoformée(s) polychlortrifluoroéthylène PVC-Aluminium de 90 comprimé(s),Présentation active,oui,65%,20110101,20050101,Procédure de reconnaissance mutuelle, MERCK SHARP & DOHME (GRANDE BRETAGNE),138.85
5066_train,1 flacon(s) polyéthylène haute densité (PEHD) avec fermeture de sécurité enfant de 30 gélule(s),Présentation active,oui,100%,20080101,20080101,Procédure centralisée, BRISTOL MYERS SQUIBB PHARMA (GRANDE BRETAGNE),452.12
5067_train,12 ampoule(s) en verre de 2 ml,Présentation active,oui,30%,19770101,19880101,Procédure nationale, SANOFI AVENTIS FRANCE,4.18
5068_train,1 flacon(s) polyéthylène basse densité (PEBD) de 5  ml,Présentation active,oui,30%,20130101,20020101,Procédure nationale, ALCON,5.38
5069_train,plaquette(s) polyamide aluminium PVC-Aluminium de 14 comprimé(s),Présentation active,oui,65%,20140101,20130101,Procédure nationale, EVOLUPHARM,2.95
5070_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s),Présentation active,oui,65%,20080101,19950101,Procédure nationale, EG LABO - LABORATOIRES EUROGENERICS,14.21
5071_train,plaquette(s) thermoformée(s) PVC-aluminium de 30 comprimé(s),Présentation active,oui,100%,20000101,19960101,Procédure centralisée, ORION CORPORATION,28.21
5072_train,plaquette(s) PVC PVDC aluminium de 28 gélule(s),Présentation active,oui,65%,20140101,20130101,Procédure décentralisée, TEVA SANTE,10.16
5073_train,1 tube(s) aluminium de 30 g,Présentation active,oui,30%,19860101,19830101,Procédure nationale, TEOFARMA,2.59
5074_train,plaquette(s) thermoformée(s) PVC-Aluminium de 28 comprimé(s),Présentation active,non,15%,20140101,20110101,Procédure nationale, ACTAVIS GROUP PTC (ISLANDE),27.5
5075_train,plaquette(s) thermoformée(s) PVC-aluminium de 90 comprimé(s),Présentation active,non,30%,20120101,19950101,Procédure nationale, BOUCHARA-RECORDATI,5.91
5076_train,plaquette(s) thermoformée(s) PVC-aluminium de 30  gélule(s),Présentation active,oui,65%,19980101,19930101,Procédure nationale, MYLAN SAS,3.85
5077_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s),Présentation active,oui,65%,20090101,19970101,Procédure nationale, IPSEN PHARMA,28.44
5078_train,plaquette(s) thermoformée(s) PVC-aluminium de 30  comprimé(s),Présentation active,oui,65%,20090101,20020101,Procédure nationale, CRISTERS,8.34
5079_train,plaquette(s) thermoformée(s) aluminium de 28  comprimé(s),Présentation active,oui,65%,20100101,20030101,Procédure nationale, EVOLUPHARM,5.91
5080_train,1 tube(s) aluminium verni de 15 g,Présentation active,oui,30%,20030101,19990101,Procédure de reconnaissance mutuelle, NOVARTIS SANTE FAMILIALE,4.27
5081_train,plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s),Présentation active,oui,100%,20110101,20090101,Procédure décentralisée, ARROW GENERIQUES,46.73
5082_train,plaquette(s) thermoformée(s) PVC-aluminium de 20 comprimé(s),Présentation active,non,65%,19710101,19920101,Procédure nationale, SANOFI AVENTIS FRANCE,5.52
5083_train,plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 15 comprimé(s),Présentation active,non,30%,20150101,20110101,Procédure nationale, CRISTERS,1.9
5084_train,1 flacon(s) pressurisé(s) aluminium de 120 doses avec valve(s) doseuse(s) avec embout(s) buccal(aux),Présentation active,oui,65%,20010101,20010101,Procédure de reconnaissance mutuelle, GLAXOSMITHKLINE,37.7
5085_train,plaquette(s) formée(s) à froid polyamide aluminium PVC de 30 comprimé(s),Présentation active,non,65%,20120101,20090101,Procédure nationale, RANBAXY PHARMACIE GENERIQUES,6.36
5086_train,plaquette(s) thermoformée(s) aluminium de 30 comprimé(s),Présentation active,non,65%,20150101,20060101,Procédure nationale, TEVA SANTE,5.29
5087_train,plaquette(s) thermoformée(s) PVC-Aluminium de 16 comprimé(s),Présentation active,oui,65%,20060101,19960101,Procédure nationale, SANDOZ,1.08
5088_train,plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 28 gélule(s),Présentation active,oui,15%,20120101,20120101,Procédure nationale, ZYDUS FRANCE,20.34
5089_train,plaquette(s) thermoformée(s) PVC-aluminium de 28 comprimé(s),Présentation active,oui,65%,19900101,19840101,Procédure nationale, SANOFI AVENTIS FRANCE,84.5
5090_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 16 comprimé(s),Présentation active,oui,65%,20130101,20100101,Procédure nationale, MYLAN SAS,13.67
5091_train,plaquette(s) PVC PVDC aluminium de 30 comprimé(s),Présentation active,oui,30%,20130101,20120101,Procédure de reconnaissance mutuelle, ACCORD HEALTHCARE FRANCE,1.88
5092_train,plaquette(s) thermoformée(s) PVC-Aluminium de 90 comprimé(s),Présentation active,oui,65%,20080101,20020101,Procédure nationale, ARROW GENERIQUES,11.32
5093_train,1 flacon(s) en verre - 1 ampoule(s) en verre de 2 ml avec 1 seringue(s) polypropylène avec 2 aiguille(s),Présentation active,oui,100%,20090101,20070101,Procédure de reconnaissance mutuelle, IPSEN PHARMA,384.32
5094_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 10 comprimé(s),Présentation active,non,65%,20130101,20110101,Procédure décentralisée, PFIZER HOLDING FRANCE,9.66
5095_train,plaquette(s) thermoformée(s) PVC-Aluminium de 40 comprimé(s),Présentation active,oui,30%,20050101,20030101,Procédure nationale, SANDOZ,2.06
5096_train,plaquette(s) thermoformée(s) PVC polychlortrifluoroéthylène PVC-Aluminium de 21 comprimé(s),Présentation active,oui,65%,20090101,19960101,Procédure de reconnaissance mutuelle, GLAXOSMITHKLINE,5.23
5097_train,plaquette(s) thermoformée(s) PVC TE (thermo-élastique) PVDC aluminium de 5 lyophilisat(s),Présentation active,oui,15%,20120101,20110101,Procédure nationale, TEVA SANTE,1.47
5098_train,plaquette(s) thermoformée(s) PVC-aluminium de 16  comprimé(s),Présentation active,oui,65%,19980101,19900101,Procédure nationale, SANOFI AVENTIS FRANCE,13.67
5099_train,3 plaquette(s) thermoformée(s) PVC de 10 comprimé(s),Présentation active,oui,100%,20150101,20140101,Procédure centralisée, CHIESI FARMACEUTICI,74.79
5100_train,"1 seringue(s) préremplie(s) en verre de 0,8 ml avec aiguille(s) avec dispositif de sécurité",Présentation active,oui,100%,20100101,20080101,Procédure centralisée, TEVA (ALLEMAGNE),147.48
5101_train,1 flacon(s) en verre brun,Présentation active,oui,65%,20150101,20120101,Procédure décentralisée, TEVA SANTE,5.05
5102_train,plaquette(s) thermoformée(s) aluminium PVC polyéthylène PVDC de 30 comprimé(s),Présentation active,oui,65%,20110101,20100101,Procédure nationale, TEVA SANTE,6.36
5103_train,plaquette(s) aluminium de 28 comprimé(s),Présentation active,non,65%,20140101,20120101,Procédure nationale, ACTAVIS GROUP PTC (ISLANDE),14.3
5104_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s),Présentation active,non,65%,20120101,20050101,Procédure nationale, EG LABO - LABORATOIRES EUROGENERICS,5.68
5105_train,plaquette(s) formée(s) à froid polyamide aluminium PVC de 14 comprimé(s),Présentation active,oui,65%,20120101,20110101,Procédure nationale, BIOGARAN,3.94
5106_train,plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s),Présentation active,oui,65%,20120101,20100101,Procédure nationale, PFIZER HOLDING FRANCE,7.55
5107_train,3 plaquette(s) thermoformée(s) PVC aluminium de 21  comprimé(s),Présentation active,oui,65%,19760101,19970101,Procédure nationale, PFIZER HOLDING FRANCE,3.79
5108_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s),Présentation active,oui,65%,20110101,20060101,Procédure nationale, MYLAN SAS,11.83
5109_train,1 flacon(s) polypropylène de 200 ml,Présentation active,oui,65%,20000101,19840101,Procédure nationale, GE HEALTHCARE,70.51
5110_train,plaquette(s) thermoformée(s) aluminium de 28 comprimé(s),Présentation active,oui,30%,20070101,19990101,Procédure de reconnaissance mutuelle, PFIZER HOLDING FRANCE,6.03
5111_train,"6 seringue(s) préremplie(s) en verre de 0,5 ml avec aiguille(s)",Présentation active,oui,65%,20010101,19940101,Procédure de reconnaissance mutuelle, JANSSEN CILAG,213.86
5112_train,plaquette(s) thermoformée(s) PVC-Aluminium de 40 comprimé(s),Présentation active,oui,30%,20050101,20040101,Procédure nationale, ZYDUS FRANCE,2.06
5113_train,plaquette(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s),Présentation active,oui,65%,20130101,20130101,Procédure décentralisée, KRKA (SLOVENIE),11.46
5114_train,plaquette(s) thermoformée(s) PVC-Aluminium de 28 comprimé(s),Présentation active,oui,30%,20090101,20080101,Procédure nationale, MITHRIDATUM,12.92
5115_train,1 flacon(s) polyéthylène de 3 ml ( abrogée le 15/06/2012),Présentation abrogée,non,65%,20120101,19980101,Procédure nationale, SANDOZ,1.98
5116_train,1 flacon(s) en verre brun de 1 ml avec dispositif pulvérisateur (PULVADOZ) polypropylène,Présentation active,oui,30%,20000101,19980101,Procédure de reconnaissance mutuelle, AMDIPHARM,4.67
5117_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 10  comprimé(s),Présentation active,oui,65%,19940101,19910101,Procédure nationale, MYLAN MEDICAL,6.93
5118_train,plaquette(s) thermoformée(s) aluminium polyamide PVC de 30 comprimé(s),Présentation active,oui,65%,20080101,20060101,Procédure nationale, SANOFI AVENTIS FRANCE,6.36
5119_train,5 cartouche(s) en verre de 3 ml dans stylo pré-rempli,Présentation active,oui,65%,20070101,20060101,Procédure centralisée, SANOFI AVENTIS (ALLEMAGNE),39.29
5120_train,plaquette(s) thermoformée(s) PVC-Aluminium de 30  gélule(s),Présentation active,oui,30%,19860101,19850101,Procédure nationale, SERP,2.07
5121_train,1 film(s) thermosoudé(s) aluminium de 30 capsule(s),Présentation active,oui,65%,20040101,19910101,Procédure nationale, TEVA SANTE,12.43
5122_train,plaquette(s) thermoformée(s) aluminium de 270 comprimé(s),Présentation active,oui,65%,20110101,20100101,Procédure décentralisée, SANDOZ,21.73
5123_train,plaquette(s) thermoformée(s) aluminium de 30 comprimé(s),Présentation active,oui,65%,20100101,20090101,Procédure décentralisée, MYLAN SAS,6.1
5124_train,plaquette(s) aluminium de 21 comprimé(s),Présentation active,oui,65%,20120101,20080101,Procédure décentralisée, EG LABO - LABORATOIRES EUROGENERICS,3.23
5125_train,"1 flacon(s) en verre de 1079,27 mg - 1 ampoule(s) en verre de 10 ml",Présentation active,non,65%,20140101,20110101,Procédure nationale, LABORATOIRES GERDA,6.53
5126_train,flacon(s) polyéthylène haute densité (PEHD) de 100 comprimé(s),Présentation active,oui,65%,20150101,20140101,Procédure nationale, BIOGARAN,52.73
5127_train,1 flacon(s) PVC de 300 ml avec gobelet(s) doseur(s) polypropylène,Présentation active,non,30%,20070101,19940101,Procédure nationale, LABORATOIRES MAYOLY SPINDLER,3.13
5128_train,plaquette(s) thermoformée(s) aluminium de 7 comprimé(s),Présentation active,oui,65%,20130101,20120101,Autorisation d'importation parallèle, MEDIWIN,2.38
5129_train,1 flacon(s) polyéthylène haute densité (PEHD) de 21 g avec seringue(s) pour administration orale polypropylène avec cuillère-mesure,Présentation active,oui,65%,20030101,20030101,Procédure nationale, MYLAN SAS,4.51
5130_train,plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s),Présentation active,oui,65%,20110101,20090101,Procédure nationale, SANOFI AVENTIS FRANCE,11.27
5131_train,plaquette(s) thermoformée(s) polyamide aluminium PVC de 90 comprimé(s),Présentation active,oui,65%,20010101,19970101,Procédure de reconnaissance mutuelle, SANOFI AVENTIS FRANCE,19.79
5132_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 gélule(s),Présentation active,oui,65%,20140101,20070101,Procédure nationale, TEVA SANTE,5.37
5133_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s),Présentation active,oui,65%,20120101,20120101,Procédure décentralisée, EG LABO - LABORATOIRES EUROGENERICS,18.63
5134_train,1 tube(s) aluminium verni de 20 g,Présentation active,oui,65%,19780101,19970101,Procédure nationale, MEDA PHARMA (FRANCE),25.14
5135_train,plaquette(s) PVC PVDC aluminium de 42 comprimé(s),Présentation active,oui,65%,20150101,20140101,Procédure décentralisée, ARROW GENERIQUES,38.85
5136_train,plaquette(s) thermoformée(s) PVC (ACLAR RX) polytrifluorochloroéthylène aluminium de 90 comprimé(s),Présentation active,non,65%,20150101,20110101,Procédure décentralisée, ARROW GENERIQUES,18.63
5137_train,plaquette(s) thermoformée(s) (ACLAR RX) polytrifluorochloroéthylène aluminium de 90 comprimé(s),Présentation active,non,65%,20140101,20110101,Procédure nationale, LABORATOIRES GERDA,18.63
5138_train,flacon(s) polyéthylène haute densité (PEHD) de 28 gélule(s),Présentation active,oui,65%,20130101,20100101,Procédure nationale, TEVA SANTE,8.14
5139_train,"6 ampoule(s) polyéthylène de 2,5 ml",Présentation active,oui,30%,20050101,19940101,Procédure de reconnaissance mutuelle, ROCHE,169.29
5140_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 56 gélule(s),Présentation active,oui,15%,20110101,20100101,Procédure décentralisée, MYLAN SAS,29.45
5141_train,plaquette(s) thermoformée(s) aluminium de 15 gélule(s),Présentation active,oui,65%,20070101,20070101,Procédure nationale, BIOGARAN,3.77
5142_train,plaquette(s) PVC-Aluminium de 30 gélule(s),Présentation active,oui,65%,20150101,20140101,Procédure nationale, BIOGARAN,3.46
5143_train,1 flacon(s) en verre de 200 ml,Présentation active,oui,65%,19960101,19940101,Procédure nationale, BRACCO IMAGING FRANCE,81.68
5144_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s),Présentation active,oui,65%,20120101,19980101,Procédure de reconnaissance mutuelle, PFIZER HOLDING FRANCE,42.31
5145_train,plaquette(s) PVC PVDC de 30 comprimé(s),Présentation active,non,65%,20070101,20070101,Procédure centralisée, NOVARTIS EUROPHARM (ROYAUME-UNI),20.85
5146_train,inhalateur(s) multidose(s) de 30  dose(s),Présentation active,oui,65%,20130101,20020101,Procédure de reconnaissance mutuelle, MSD FRANCE,17.72
5147_train,1 flacon(s) en verre brun de 150 ml avec dispositif(s) doseur(s) polypropylène,Présentation active,oui,15%,20140101,20110101,Procédure nationale, SANOFI AVENTIS FRANCE,1.84
5148_train,1 poche(s) (MACOFLEX) N polyoléfine suremballée(s)/surpochée(s) de 500 ml,Présentation active,oui,65%,20040101,20040101,Procédure de reconnaissance mutuelle, MACO PHARMA,1.94
5149_train,flacon(s) polyéthylène haute densité (PEHD) de 168 comprimé(s),Présentation active,oui,65%,20150101,20140101,Procédure nationale, BIOPROJET,311.72
5150_train,plaquette(s) thermoformée(s) PVC-aluminium de 30 comprimé(s),Présentation active,oui,65%,20060101,20010101,Procédure nationale, LABORATOIRES ALTER,1.66
5151_train,plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s),Présentation active,oui,30%,20130101,20120101,Procédure décentralisée, TEVA SANTE,6.25
5152_train,plaquette(s) thermoformée(s) aluminium de 30 comprimé(s),Présentation active,oui,65%,20120101,20080101,Procédure de reconnaissance mutuelle, SANDOZ,8.13
5153_train,plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s),Présentation active,non,65%,20120101,20020101,Procédure nationale, EG LABO - LABORATOIRES EUROGENERICS,3.35
5154_train,plaquette(s) thermoformée(s) polyamide aluminium PVC de 84 comprimé(s),Présentation active,non,65%,20140101,20060101,Procédure nationale, ARROW GENERIQUES,22.04
5155_train,plaquette(s) thermoformée(s) aluminium de 30 comprimé(s),Présentation active,oui,65%,20080101,20060101,Procédure de reconnaissance mutuelle, TEVA SANTE,5.55
5156_train,plaquette(s) thermoformée(s) aluminium de 14 comprimé(s),Présentation active,oui,65%,20090101,20090101,Procédure nationale, MYLAN SAS,3.94
5157_train,"1 cartouche(s) en verre de 1,03 ml",Présentation active,oui,100%,20130101,20110101,Procédure décentralisée, MERCK SANTE,188.37
5158_train,plaquette(s) thermoformée(s) PVC-Aluminium de 90 gélule(s),Présentation active,oui,65%,20080101,20070101,Procédure nationale, EG LABO - LABORATOIRES EUROGENERICS,13.45
5159_train,plaquette(s) thermoformée(s) polyamide aluminium PVC polyester de 90 comprimé(s),Présentation active,oui,65%,20120101,20110101,Procédure nationale, SANOFI AVENTIS FRANCE,23.71
5160_train,"60 récipient(s) unidose(s) polyéthylène basse densité (PEBD) de 0,2 ml",Présentation active,oui,65%,20090101,20060101,Procédure de reconnaissance mutuelle, MSD FRANCE,14.98
5161_train,plaquette(s) aluminium de 21 comprimé(s),Présentation active,oui,65%,20120101,20080101,Procédure décentralisée, EG LABO - LABORATOIRES EUROGENERICS,2.05
5162_train,plaquette(s) aluminium de 14 comprimé(s),Présentation active,oui,65%,20140101,20120101,Procédure nationale, CRISTERS,3.49
5163_train,plaquette(s) thermoformée(s) PVC-aluminium de 5 comprimé(s),Présentation active,oui,65%,20020101,20000101,Procédure nationale, MYLAN SAS,1.59
5164_train,plaquette(s) aluminium de 30 comprimé(s),Présentation active,oui,65%,20140101,20140101,Procédure décentralisée, KRKA (SLOVENIE),5.27
5165_train,"1 seringue(s) préremplie(s) en verre de 0,2 ml avec aiguille(s) avec tampon(s) alcoolisé(s)",Présentation active,oui,65%,20130101,20130101,Procédure nationale, MEDAC (ALLEMAGNE),17.56
5166_train,plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s),Présentation active,non,65%,20130101,20080101,Procédure de reconnaissance mutuelle, RATIOPHARM (ALLEMAGNE),18.63
5167_train,plaquette(s) formée(s) à froid aluminium de 30 comprimé(s),Présentation active,oui,65%,20120101,20090101,Procédure nationale, ARROW GENERIQUES,12.11
5168_train,"60 récipient(s) unidose(s) polyéthylène basse densité (PEBD) de 2,5 ml",Présentation active,oui,65%,20090101,20090101,Procédure décentralisée, TEVA SANTE,11.97
5169_train,plaquette(s) thermoformée(s) PVC polyéthylène aluminium-ACLAR de 2 comprimé(s),Présentation active,oui,65%,20070101,20010101,Procédure de reconnaissance mutuelle, MENARINI INTERNATIONAL OPERATIONS LUXEMBOURG,6.25
5170_train,plaquette(s) thermoformée(s) aluminium de 8 comprimé(s),Présentation active,non,65%,20070101,20040101,Procédure nationale, SANOFI AVENTIS FRANCE,8.02
5171_train,plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s),Présentation active,oui,65%,20110101,20110101,Procédure décentralisée, SANDOZ,13.36
5172_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 28 comprimé(s),Présentation active,non,65%,20140101,20120101,Procédure nationale, TEVA SANTE,1.08
5173_train,plaquette(s) thermoformée(s) aluminium de 30 comprimé(s),Présentation active,non,65%,20110101,20090101,Procédure centralisée, ACINO PHARMA (ALLEMAGNE),16.93
5174_train,plaquette(s) thermoformée(s) PVC (ACLAR RX) polytrifluorochloroéthylène aluminium de 30 comprimé(s),Présentation active,oui,65%,20150101,20120101,Procédure de reconnaissance mutuelle, ARROW GENERIQUES,6.1
5175_train,1 flacon(s) polyéthylène haute densité (PEHD) de 50 comprimé(s) avec fermeture de sécurité enfant,Présentation active,oui,30%,19970101,19960101,Procédure de reconnaissance mutuelle, TEVA PHARMA (PAYS-BAS),27.99
5176_train,1 flacon(s) en verre de 180 ml,Présentation active,oui,65%,19880101,19850101,Procédure nationale, UCB PHARMA,12.19
5177_train,plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 28 gélule(s),Présentation active,oui,65%,20120101,20110101,Procédure décentralisée, KRKA (SLOVENIE),8.14
5178_train,1 flacon(s) en verre brun de 12 g avec cuillère-mesure en polypropylène,Présentation active,oui,65%,20030101,20020101,Procédure nationale, TEVA SANTE,1.73
5179_train,film(s) thermosoudé(s) aluminium de 30 comprimé(s),Présentation active,oui,15%,20090101,19960101,Procédure de reconnaissance mutuelle, MYLAN SAS,8.19
5180_train,plaquette(s) thermoformée(s) PVC-Aluminium de 90 comprimé(s),Présentation active,oui,65%,20070101,19890101,Procédure nationale, ASTRAZENECA,22.8
5181_train,plaquette(s) thermoformée(s) PVC PVDC de 30 comprimé(s),Présentation active,oui,30%,20060101,20050101,Procédure nationale, TEVA SANTE,12.18
5182_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s),Présentation active,oui,65%,20120101,20090101,Procédure centralisée, TEVA (PAYS-BAS),6.36
5183_train,plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s),Présentation active,oui,65%,20060101,20050101,Procédure nationale, SANDOZ,6.1
5184_train,plaquette(s) thermoformée(s) aluminium polyamide PVC de 28 comprimé(s),Présentation active,oui,15%,20120101,20120101,Procédure décentralisée, KRKA (SLOVENIE),27.5
5185_train,1 poche(s) (MACOFLEX) N polyoléfine suremballée(s)/surpochée(s) de 100 ml,Présentation active,oui,65%,20010101,20040101,Procédure de reconnaissance mutuelle, MACO PHARMA,1.69
5186_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s),Présentation active,oui,65%,20110101,20090101,Procédure de reconnaissance mutuelle, BLUEFISH PHARMACEUTICALS (SUEDE),8.6
5187_train,1 flacon(s) polyéthylène haute densité (PEHD) de 14 gélule(s),Présentation active,oui,65%,19970101,19870101,Procédure nationale, ASTRAZENECA,5.89
5188_train,plaquette(s) thermoformée(s) PVC polychlortrifluoroéthylène aluminium de 20 comprimé(s),Présentation active,oui,65%,20090101,20080101,Procédure nationale, RANBAXY PHARMACIE GENERIQUES,3.27
5189_train,1 flacon(s) PVC de 150 ml avec gobelet(s) doseur(s) polypropylène,Présentation active,non,30%,19280101,19940101,Procédure nationale, LABORATOIRES MAYOLY SPINDLER,1.69
5190_train,3 plaquette(s) thermoformée(s) aluminium polyamide de 10  comprimé(s),Présentation active,oui,100%,19770101,19970101,Procédure nationale, ASTRAZENECA,4.31
5191_train,6 poches à 3 compartiments polypropylène polyéthylène SEBS : styrène-éthylène-butylène-styrène EVA : éthylène vinyl acétate copolymère PCCE poly(cyclohexylène dimethylène) cyclohexane dicarboxylate/tétraméthylglycol suremballée(s)/surpochée(s) de 1000 ml,Présentation active,oui,65%,20100101,20080101,Procédure de reconnaissance mutuelle, BAXTER,164.85
5192_train,"1 cartouche(s) en verre de 0,375 ml dans stylo pré-rempli avec 1 aiguille(s) avec1  tampon(s) alcoolisé(s)",Présentation active,oui,100%,20150101,20140101,Procédure centralisée, FINOX BIOTECH (LIECHTENSTEIN),70.45
5193_train,plaquette(s) thermoformée(s) aluminium de 90 comprimé(s),Présentation active,oui,65%,20080101,20080101,Procédure décentralisée, SANDOZ,18.63
5194_train,plaquette(s) thermoformée(s) polyamide aluminium PVC de 28 comprimé(s),Présentation active,oui,65%,20060101,20050101,Procédure nationale, ARROW GENERIQUES,7.55
5195_train,film(s) thermosoudé(s) aluminium polyéthylène de 16  comprimé(s),Présentation active,oui,65%,20030101,20020101,Procédure nationale, MYLAN SAS,5.14
